wdpaid|name|the_geom
395741|"Schutz von Landschaftsteilen an der Isar und deren Mündungsgebiet im Landkreis Deggendorf (LSG ""Untere Isar"")"|0101000020E6100000645750DC73BF2940A0B22F8060614840
55557496|Rich Hole|0101000020E6100000B0EC4C5EC8E853C0347BD82C93EF4240
395732|Nördlicher Riesrand|0101000020E610000082DA7AB920022540ACD9CF71547D4840
55557497|Sandwich Range|0101000020E61000006CFF27414ADC51C098622DFC28F64540
395778|"LSG ""Starnberger See - Ost"""|0101000020E61000000CBA2E1720C926406C6B25900CFD4740
395756|Wettersteingebiet einschließlich Latschengürtel bei Mittenwald|0101000020E61000000EC4114EC41A264054BC29032CB84740
395768|"Schutz von Landschaftsräumen im Gebiet der Landkreise Bayreuth und Kulmbach (""Trebgasttal"")"|0101000020E6100000C22B767AFE1C27400C3878B756034940
395770|LSG in den Gemarkungen Kahl am Main und Alzenau in Ufr.|0101000020E6100000F57778437C102240E871610FF30A4940
395820|"LSG ""Saaletal"" im Gebiet der Stadt Hof und des Landkreises Hof"|0101000020E6100000905971F18BAD2740504846FC5A304940
55557499|Saint Mary's|0101000020E610000050B48FF011C653C0C42400C569F64240
395849|LSG Sylvensteinsee und oberes Isartal in den Gemeinden Lenggries und Jachenau|0101000020E61000003A2BE86BEBFE2640D4A9F2AABFC94740
395863|Schutz des Ebersberger Forstes im Landkreis Ebersberg als LSG|0101000020E61000001AAA622541D22740E01F296E710F4840
395870|Würmtal|0101000020E61000005F251CA488BA264084EB01953F044840
395880|"LSG ""Hardtlandschaft und Eberfinger Drumlinfelder"", Weilheim, Wiedenbach, Bernried, Seeshaupt, Eberting"|0101000020E6100000813D2993C46F2640784D2F3B68EB4740
395892|Verordnung des Bezirks Oberbayern über den Schutz von Landschaftsteilen entlang der Isar in den Landkreisen Bad-Tölz-Wol|0101000020E61000001D4ABE7554F92640CC6DB96F5F014840
55557634|Appalachian|0101000020E61000001ECF05C06F0A52C0DCA442ACC6DB4540
395904|"Schutz des Chiemsees, seiner Inseln und Ufergebiete in den Landkreisen Rosenheim und Traunstein als LSG (""Chiemsee-Schut"|0101000020E6100000804F78EF44E22840CC3E6AAE3BF04740
395910|"LSG ""Rotwand"""|0101000020E6100000606C8CCAA1EB27409091375608D24740
395911|Starnberger See und westlich angrenzende Gebiete|0101000020E6100000FDC21DB88879264054F6F39958F44740
395925|Augsburg - Westliche Wälder|0101000020E6100000FE05BDB58E8A25403049F1A002284840
395928|Inschutznahme von Landschaftsteilen beiderseits des Lechs von der Stadt Landsberg bis zur südlichen Landkreisgrenze des|0101000020E6100000FA7B853998C02540145E5CF9F8F94740
55557635|Joseph Battell|0101000020E6100000B45DCC762A3E52C0A0A4A61B30F24540
396097|"LSG ""Ampertal im Landkreis Freising"""|0101000020E61000005469A7645434274048444D3B8F354840
396098|"LSG ""Bayerischer Wald"""|0101000020E6100000086CA17257E829406CD01B84BF764840
395935|"Schutz des Landschaftsraumes im Gebiet des Landkreises Roth - ""Südliches Mittelfränkisches Becken westlich der Schwäbisc"|0101000020E61000009C14018C310226406442FCCB87A54840
478400|Roniem Daun Sam II|0101000020E610000042F4EF1EE6A75940C09227672D7D2A40
395936|"Schutz des Landschaftsraumes im Gebiet des Landkreises Roth - ""Südliches Mittelfränkisches Becken östlich der Schwäbisch"|0101000020E61000000A370705D749264048F240F734A04840
396101|Schutz der Egartenlandschaft um Miesbach|0101000020E6100000CFAF6E1FD5732740BCE8B4A68DE24740
395957|"LSG ""Fichtelgebirge"""|0101000020E61000000AA96DEE5B99274098014889570A4940
396119|LSG innerhalb des Naturparks Steigerwald (ehemals Schutzzone)|0101000020E61000009E201FB1D94B2540F8C64FD1FBE34840
395950|"LSG ""Untersberg mit Randgebieten"", Gemeinde Bischofswiesen, Markt Berchtesgaden und Markt Marktschellenberg sowie das ge"|0101000020E6100000CB90656A4BF129401450824DA9D74740
395954|Forggensee und benachbarte Seen|0101000020E6100000D0BF6317DB7E254068D12E58EACF4740
395955|"LSG ""Täler der Tauber, Gollach, Steinach und umgebende Wälder"" in den Gemarkungen Aub, Baldersheim, Burgerroth, Biebereh"|0101000020E61000000419672B0CDC23406CF4133692BE4840
396120|LSG innerhalb des Naturparks Frankenhöhe (ehemals Schutzzone)|0101000020E6100000C0A12CF7EE3D254040780ADFF9AE4840
396121|LSG innerhalb des Naturparks Fichtelgebirge (ehemals Schutzzone)|0101000020E61000003C55F9BE94B52740A07F0430CBF94840
396122|LSG innerhalb des Naturparks Hassberge (ehemals Schutzzone)|0101000020E6100000FE4C090B7D3A2540447C4328C90D4940
396123|"LSG ""Oberpfälzer Hügelland im westlichen Landkreis Neustadt a.d.Waldnaab"""|0101000020E6100000C035CA9BAF09284094E7C9BB3ED94840
396128|Oberer Bayerischer Wald|0101000020E61000000E4FB2281E24294000C0EE3704A24840
396129|Oberer Bayerischer Wald|0101000020E61000007625BD56668928400412C81DBD9E4840
395975|Hörnergruppe|0101000020E6100000502EE5790759244098379DBDA3BB4740
395976|Nagelfluhkette|0101000020E6100000ED0E4C1F153C2440A8F3D955D6C04740
396136|Schwarzachtal mit Nebentälern|0101000020E610000012FB3DC30FB826405480C16B80AE4840
396000|"LSG ""Walchensee"""|0101000020E6100000C6757BF4BFB4264030ED39F5B0CA4740
396020|Ammersee-West|0101000020E61000006E468A56723B2640E08A15B970014840
396066|"Schutz von Landschaftsteilen im Stadt- und Landkreis Bamberg LSG ""Hauptsmoorwald"""|0101000020E6100000E2B73F47E6EB254090F0F9D8F2F14840
396067|LSG Perlacher und Grünwalder Forst einschließlich des Gleißentalesl|0101000020E610000091B9E5D418232740188131F5EF054840
396164|Selga uz rietumiem no Tūjas|0101000020E61000000977E93BB93C384054AE04801AAC4C40
396093|Westlicher Teil des Landkreises Starnberg|0101000020E61000000490359BA056264080FC639687034840
396094|"Ausweisung des LSG ""Nördlicher Jura"""|0101000020E61000000C18AEDBA2CB2640143629908FCD4840
396095|"Ausweisung des LSG ""Südlicher Jura mit Moritzberg und Umgebung"""|0101000020E61000004D9BD809D0142740A4CF6894D6B84840
396103|"Verordnung des Landkreises Freising über das LSG ""Freisinger Moos und Echinger Gfild"""|0101000020E610000039A4422EDC4B2740448CB3636F2A4840
396106|"LSG ""Frankenwald"" im Gebiet der Landkreise Hof, Kronach und Kulmbach"|0101000020E61000003E7F2B73361B2740B478BB0FF42E4940
396107|"LSG ""Fränkische Schweiz - Veldensteiner Forst"" im Regierungsbezirk Oberfranken"|0101000020E6100000E025C1FEBC44264078A5FF2E71F04840
396109|Verordnung über die Landschaftsschutzgebiete im Landkreis Regensburg|0101000020E6100000983FF7DA4D9E28407C2DEBE2DC794840
396111|LSG innerhalb des Naturparks Spessart (ehemals Schutzzone)|0101000020E6100000D1BD5280B5F5224014FEDF5AEBFC4840
396112|LSG innerhalb des Naturparks Bayerischer Odenwald (ehemals Schutzzone)|0101000020E61000003E57B640D736224024AC4247AEF04840
396113|"LSG ""Bayerische Rhön"""|0101000020E61000004053CA72E3222440AC650F7AB72A4940
396114|LSG innerhalb des Naturparks Nördlicher Oberpfälzer Wald (ehemals Schutzzone)|0101000020E6100000C8F2B6CC27EC2840242C5F41A1D44840
396115|"Schutzzone im Naturpark ""Altmühltal"""|0101000020E6100000969A66437FA0254004FA8E98FB774840
396116|LSG innerhalb des Naturparks Fränkische Schweiz - Veldensteiner Forst (ehemals Schutzzone)|0101000020E61000000E3FBE30882C27400C6014BB18CE4840
396117|LSG innerhalb des Naturparks Oberpfälzer Wald (ehemals Schutzzone)|0101000020E6100000320C0A0C10C02840607A82D140A44840
396118|LSG innerhalb des Naturparks Steinwald (ehemals Schutzzone)|0101000020E61000004048AC2E6A2728409CB453276BF44840
396144|Inntal Süd|0101000020E6100000D0ABEE8E2E4A2840C04A61F207DD4740
396160|Nida-Pērkone|0101000020E610000013CF5220DDE33440188977BD4A224C40
396161|Akmensrags|0101000020E610000030F2AC2F41FD3440F8D817EFD8634C40
396162|Irbes šaurums|0101000020E61000001465310C64CD3540B8B5993829DA4C40
396163|Rīgas līča rietumu piekraste|0101000020E61000009385E13CD03C3740603E3E00CDAE4C40
396165|Vitrupe-Tūja|0101000020E6100000DBC0F29BA8593840403DFAEFF9C84C40
396166|Ainaži-Salacgrīva|0101000020E610000084C8AF8C294838409822AE739EEB4C40
396214|Lasy Naturalne Puszczy Białowieskiej|0101000020E61000006E63558959DE37402CEC08CB4B704A40
396296|Vale da Ribeira da Janela|0101000020E610000035ED18360E2A31C070145E91FE654040
4444143|Mcintosh County|0101000020E61000004423DA4ABDC958C028CE566D9D124740
4444144|Mclean County|0101000020E610000076D6C40E0E3359C0301457D240B34740
555594|Mckenzie Mountain|0101000020E610000024F95F31417F52C07C9E0277982D4640
666627|Middle Prong|0101000020E61000008EAC87B7D6BB54C0A0152C031EAB4140
666629|Pocosin|0101000020E6100000FAF4C06C8D4053C044F351CA54644140
666632|Shining Rock|0101000020E6100000D8F3392890B754C0B0A0B785C2B14140
398136|Bergösmfvatten.fredningsomr.|0101000020E6100000A9B9FAF429E934406CD0ACE6E5804F40
900576|Sebkha d'Oran|0101000020E61000000E8133EBA399E9BFAE5479F7EBAE4140
3333150|Chaparral|0101000020E6100000C21E110DF5D958C0000FF35CD4523C40
478010|Oasis de la Sierra El Pilar|0101000020E6100000F80A829C99B95BC0E4FF8B8CD4BC3840
478011|Oasis Sierra de La Giganta|0101000020E6100000E32FEB8588D85BC054AA93A796D93940
478012|Parque Nacional Arrecife Alacranes|0101000020E6100000673D2328BB6B56C017D5A82363773640
478021|Lac Gabou et le réseau hydrographique du Plateau du Tagant|0101000020E61000000B81E097BBBB27C074BD217BEEEE3140
478022|Ural River Delta and adjacent Caspian Sea coast|0101000020E610000077250DE4FFDF49407284CBF5B27B4740
478023|Humedales de Bahía Adair|0101000020E61000002D10697488785CC080C0303D0D913F40
900608|Indus Dolphin Reserve|0101000020E610000024B5D2FAFF4F5140F039A5733A043C40
478024|Koibagar-Tyuntyugur Lake System|0101000020E6100000A63C8FE5FF6F50401E9701A42D534A40
478025|Kulykol-Taldykol Lake System|0101000020E610000004F316F2EEEE4E405025E94D10B14940
900577|Oasis de Tamantit et Sid Ahmed Timmi|0101000020E6100000DFFE944E2B00D03FE69E7F99F8BF3B40
478026|Rwenzori Mountains Ramsar Site|0101000020E6100000A4C0F73AFFFF3D404C98D0D8A3AADA3F
478028|Ngiri-Tumba-Maindombe|0101000020E6100000E9EEB72AC2FA314000DCB6A40DA1D1BF
478030|Dongonab Bay-Marsa Waiai|0101000020E6100000FB068160BC9B4240B2C34B51BD8C3440
478031|Suakin-Gulf of Agig|0101000020E61000001E657EFFAB0A4340C1BFCA3DD9903240
900617|Don Hoi Lot|0101000020E6100000C033B7E0EEFE58405ADD9E0F2DB32A40
478033|Sangha-Nouabalé-Ndoki|0101000020E6100000BCAC444AE96E304078AAB9EF84EEFA3F
478034|Gough Island|0101000020E6100000A7E9E8C0DCDD23C02C3F36307A2844C0
900619|Zorkul Lake|0101000020E61000005A1A615655555240B87D66DA10B14240
478035|Inaccessible Island|0101000020E6100000F4A7A360DF5D29C09C1E20525FA642C0
478036|Naurzum Lake System|0101000020E61000005CDF9A59B31C5040285E7E7730BD4940
900578|Chott Merrouane et Oued Khrouf|0101000020E6100000B62F2D81B4AA18401ADDFEAA44F54040
900579|Chott El Hodna|0101000020E6100000AEE6356FA4AA1240C0F5FC8A53A64140
900580|Chott Ech Chergui|0101000020E61000002B9D4D8843ABEA3F3E4A73756E394140
900582|Sea Lion Island|0101000020E6100000AE6988EA798C4DC0C4B94A93AC374AC0
900620|Karakul Lake|0101000020E610000048BD13F8EE5E52400E5A287EA88A4340
478397|Southwest Elephant Corridor|0101000020E610000076AC85AF1DD5594080F7094C19E62640
478401|Roniem Daun Sam I|0101000020E61000004742BDC062A6594070D32810B5D62A40
478402|Nsok|0101000020E6100000837450471CDE5A40608032E45DE62A40
900621|Kayrakum Reservoir|0101000020E6100000C62099A0AA8A5140EF906B6BA72A4440
900583|Bertha's Beach|0101000020E610000030CC5E621F354DC08C6D72BBE1F349C0
900590|Diego Garcia|0101000020E6100000FCB3ABECDD1D5240F45DBB9541441DC0
900624|Lake Dengizkul|0101000020E61000008BE79CA4AA0A504054D19B0FED8E4340
900628|Alejandro de Humboldt National Park|0101000020E6100000C68ABA3CCBB952C0C835590BC27B3440
900692|Niger-Tinkisso|0101000020E61000005115877BFF7F22C0F3AD82E992AA2640
900698|Lake Baringo|0101000020E6100000AA90F5C8AA0A42407C8289AF0F11E13F
900784|Laguna Concepción|0101000020E6100000688AC0DDCCAC4EC0520118D1428431C0
900790|Bassin du Drugeon|0101000020E6100000C6CF3AD0A3C31840F8D97F0C396E4740
900791|Etangs du Lindre, forêt du Romersberg et zones voisines|0101000020E61000003E5B3678DAFF1A4004D83BA14C654840
900792|Lac du Bourget - Marais de Chautagne|0101000020E61000001BF97EEB8B781740D804839E9FDE4640
900793|Marais du Fier d'Ars|0101000020E61000008635C83BC326F8BF54B5D3FF471D4740
900783|Lagos Poopó y Uru Uru|0101000020E6100000DCAB16A478C750C06697C6C513C432C0
900699|Cayos Miskitos y Franja Costera Immediata|0101000020E6100000940149F810B154C0C83EC2D43DC42C40
900631|Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves|0101000020E610000078FC2BE1763140C080F38A1974DB0EC0
900632|Dorset and East Devon Coast|0101000020E610000037903F93AC2C04C01C3AAFB14B4E4940
900633|Swiss Alps Jungfrau-Aletsch|0101000020E6100000A687E4C8C5C51F404CC45953F13F4740
900634|Firth of Forth|0101000020E61000008ED3D09CEF460DC00C800960F3024C40
900669|Jaaukanigás|0101000020E6100000D12B413B1CA64DC058FB2ED7A8C03CC0
900670|Lagunas y Esteros del Iberá|0101000020E6100000ECEDBDA44F944CC0700FFE4808863CC0
900672|Partie tchadienne du lac Tchad|0101000020E61000001E62977FC73B2B406229FB3F2EAA2C40
900700|Deltas del Estero Real y Llanos de Apacunca|0101000020E6100000CAE0F0DADDCD55C0E68F1BBD3EC42940
900701|Lago de Apanás-Asturias|0101000020E610000062E3CADEDD7D55C01A5C79F554552A40
900591|Lake Bogoria|0101000020E61000001A8C3E2A4111424000B04929E8F6CE3F
478580|Parque Estadual Caminho Dos Gerais|0101000020E6100000D66C6320E88645C000556CB0161A2EC0
900594|Dzilam (Reserva Estatal)|0101000020E6100000BDD2D5EC572556C04AF1E2595C953540
400010|Marianas Trench|0101000020E6100000D0E20668F1286240388D866388253440
400011|Pacific Remote Islands|0101000020E6100000E256276305D4644058BAC51AB35C3340
400012|Rose Atoll|0101000020E6100000846D3FA4B90465C0E07228342A152DC0
444410|Big Lake|0101000020E6100000F6FE9F83C08756C0B4A8A3DE11F64140
900595|Chat Tboul|0101000020E61000005A381158666630C0AC2BA91ECC8C3040
900702|Refugio de Vida Silvestre Río San Juan|0101000020E6100000904BC497AAEA54C09806626BDBDD2540
900597|Complexe Kokorou-Namga|0101000020E610000098FC17D16055ED3FE0C4346961662C40
900703|Sistema de Humedales de la Bahía de Bluefields|0101000020E61000005CCFCCD8FFEF54C086E8F5F44FD52740
900598|Zone humide du moyen Niger|0101000020E6100000724ED556BBBB094034268E901C222840
900599|Lac Tchad|0101000020E6100000C003DE97ADAA2A4016863A78E67F2C40
900600|Nguru Lake|0101000020E61000002668C93389882940A9230D99B8BB2440
900603|Nurri Lagoon|0101000020E61000007E193922223251400CBF3DD4FF7F3840
900604|Jiwani Coastal Wetland|0101000020E61000002065396866E64E4018A7000455153940
900605|Astola|0101000020E610000023A17EEDEEEE4F40BE924A85DD1D3940
478037|Zharsor-Urkash Lake System|0101000020E6100000BCF2D331B75B4F407C629D97DBA64940
478038|Turkmenbashy Bay|0101000020E61000006E68A3FDCBAC4A40F41187F033E44340
478046|Puysegur|0101000020E610000080D2B1CCCCB4644028333333339347C0
478051|Campbell East|0101000020E61000002A4FDF4142986540DCCCC012B98049C0
900704|Sistema de Humedales de San Miguelito|0101000020E61000009AE7D175663655C046AC36BE52D52640
900705|Sistema Lagunar de Tisma|0101000020E6100000BE8AB3BEBB7B55C068257B1121222840
900742|Veluwerandmeren|0101000020E61000002ACE58373BE71640FCF9DC9428344A40
900745|IJmeer|0101000020E61000004AFB400DA9461440C45BF1BEBE304A40
900746|IJsselmeer|0101000020E61000002B11724C847C1540A49977D4EC664A40
900747|Lauwersmeer|0101000020E61000009C3A149BEACC1840D4B161F20BAF4A40
900749|Markermeer|0101000020E6100000CC70F6A41DF91440008D65766D464A40
478404|Kbal Chay|0101000020E6100000ABAF8F504DE55940E0B12D245C522540
478405|Botum Sakor|0101000020E6100000806EA1A5B9D2594050CCC797CB4A2640
478052|Tectonic Reach|0101000020E6100000DEE2E13A305B6640E0ABC958AF8C41C0
478053|Hikurangi Deep|0101000020E6100000B2DE73E1FE2F66C0FC2B6FFDEAC744C0
478408|Reserva Extrativista Quilombo Do Frechal|0101000020E610000075144293AD6646C0007E30E1B13C00C0
478409|Reserva Extrativista Do Ciriáco|0101000020E6100000FD5EB6E406E847C080FAC275D60F15C0
478415|Refúgio De Vida Silvestre De Una|0101000020E6100000DF951E457E8543C000DCADBD334D2EC0
900752|North Sea Coastal Area|0101000020E610000038B19B38C8CB1240F45D6FDA2D8E4A40
478425|Reserva Extrativista Prainha Do Canto Verde|0101000020E6100000F0F69FE1CBEC42C0C079FB8F26EB10C0
478426|Reserva Extrativista Renascer|0101000020E610000098C3A939B5B44AC000A22C07700E02C0
478427|Reserva Extrativista De Cassurubá|0101000020E61000002894B9392E9F43C02897FEFF21DB31C0
478429|Área De Proteção Ambiental Bacia Do Paraíba Do Sul|0101000020E6100000571F00741FB946C0B8D1EC1FE31C37C0
478431|Parque Nacional Mapinguari|0101000020E6100000F00B92864C1950C0E0D71AB98A0121C0
900754|Belene Islands Complex|0101000020E6100000C440241FC9313940EC442E17F5D34540
900755|Ibisha Island|0101000020E61000006CAF81028B8437400849013725E74540
900759|Kotra|0101000020E610000094A273CBD48C38404CE79AA12FF84A40
478071|Santuario de los Bancos de La Plata y La Navidad|0101000020E61000007E0977B42B5B51C0C8C8A7AE99EB3340
478072|Barrero|0101000020E6100000BC4B1561CABE51C03025648A33793240
478074|Cabeza de Toro|0101000020E6100000309A1D0364C851C078EE8DC6C69E3240
478075|Cabo Cabrón|0101000020E6100000CEAE915F285151C0D0792E7C12523340
900774|Point Calimere Wildlife and Bird Sanctuary|0101000020E610000085DF389188E853404C68D50F20A22440
900775|Pong Dam Lake|0101000020E6100000C241865255055340A65C696921024040
444412|Big Stone|0101000020E61000002C3E4A609F1658C02C003FB0F19E4640
900777|Tsomoriri|0101000020E6100000085C883833935340B75B41A132734040
444416|Cat Island|0101000020E610000098FB2FE9EDDC56C0B02E069A05C83E40
444417|Catahoula|0101000020E6100000D84F112A23FD56C04065986183A63F40
444420|Des Lacs|0101000020E61000005AC4DBD6228859C0041D22E59C654840
444432|Lacreek|0101000020E61000006C4E71B2886259C0CC31B7BA9D8E4540
444433|Lake Alice|0101000020E61000001C95C67285C558C01C917AB2AF2A4840
444424|Glacial Ridge|0101000020E6100000C884AE0E131258C06CBCBBD5E0D94740
444431|Lacassine|0101000020E61000008AC9A3F7A83957C0B0C9C987CAF93D40
444436|Lostwood|0101000020E6100000525E3649359C59C0BC36C84F434B4840
478077|Bahía de las Águilas|0101000020E6100000C2C207DA0EE851C0F80C1ED636D63140
444439|Mingo|0101000020E61000000457CDCA4E8A56C01040E446747F4240
444440|Minnesota Valley|0101000020E610000016BDA0FCB65957C0BC0BAB1DCA654640
444441|Necedah|0101000020E610000034FD97B8A98B56C050040137AD114640
444457|Shiawassee|0101000020E6100000E2FB2C33400155C05CE5465452AD4540
444443|Overflow|0101000020E61000004CB88DC1F4EA56C010D3260A318A4040
444447|Pond Creek|0101000020E6100000B31B48DE8B9057C06456D64077ED4040
444449|Red River|0101000020E6100000AD8504F1F73857C080C72A5E129A3F40
444450|Rice Lake|0101000020E6100000F4915A1F3B5757C0547D6BBD25444740
444453|Sand Lake|0101000020E6100000948F1F99778F58C0585120ACD9E34640
444454|Seney|0101000020E61000009E4E868CBF8555C04C7280003C204740
478003|Lower Kinabatangan-Segama Wetlands|0101000020E6100000E240B94055A55D40DB5F68F083881640
444459|Squaw Creek|0101000020E61000003AB1B824FDCF57C0081529F50E0B4440
444462|Tamarac|0101000020E61000001AB9598666E757C0346C31389D7E4740
444463|Upper Mississippi River National|0101000020E61000000638B435CBFA56C07C46913ED81D4640
444469|Barnes County|0101000020E6100000D4A649AEEF8858C0B4FEA850D45C4740
444473|Benson County|0101000020E61000002786FCD7BEDD58C0D4B5D0E42E1C4840
444484|Burleigh County|0101000020E6100000309A1258620D59C020B7C4D69B984740
444485|Cass County|0101000020E6100000B4A7C0DBE85F58C0000444DFC2614740
444494|Becker County|0101000020E61000000E4E84CEF60E58C0D035F9BE1C834740
444495|Dickey County|0101000020E61000008EAE271CB6BA58C01CDDE23044FE4640
444496|Divide County|0101000020E610000010572F9A7DC959C060F1314BE7514840
478016|Muan Tidal Flat|0101000020E6100000F77622B140975F405C7AF5DD6C8A4140
478039|Fiorland Transect|0101000020E6100000F4A93352AF7F6440E8BE2A172AC046C0
900673|Chongming Dongtan Nature Reserve, Shanghai|0101000020E6100000100650AA727E5E40808546362B843F40
478040|Norfolk Deep|0101000020E610000049C7E5222339654048D3B2DE9D2540C0
478041|Challenger North|0101000020E610000058E3AC5555456540546BEF53559543C0
478042|Challenger South|0101000020E61000000B9F999999E9644048023F031AF344C0
478044|East Chatham Rise|0101000020E61000001C96FB5455DD65C00088BA5655B545C0
478047|Sub-Antarctic Deep|0101000020E61000004C3A082C07C06440FCB750942CF74AC0
478048|Antipodes Transect|0101000020E6100000CBBE1AF5FE6766403CC91156766E49C0
478049|Bounty Heritage|0101000020E6100000207671EF30666640D800131BE0E047C0
478050|Campbell Heritage|0101000020E6100000969749ADC91A6540105245F1AA454AC0
478059|Valle del Lunarejo|0101000020E610000065945450B0F94BC0C84CE1E8FA283FC0
478060|Esteros de Farrapos e Islas del Rio Uruguay|0101000020E6100000484747C8350D4DC02C1B52AF356740C0
478061|Localidad Rupestre Chamanga|0101000020E610000029EFC495524B4CC0449B76D39BC740C0
478062|Cabo Polonio|0101000020E6100000F7036D74B8E24AC03C012B52643341C0
478063|Cerro Verde|0101000020E610000087F659F1CDBC4AC09C76FFB89AF940C0
555529|Black River|0101000020E610000090ECCEBBE4B952C03C358C5F11BF4540
555530|Blackhead Range|0101000020E6100000C06B4F3A678752C0185A8724CC214540
478064|Laguna de Rocha|0101000020E6100000C5AE091272274BC0B89FBD07A35241C0
478065|Quebrada de los Cuervos|0101000020E6100000D86958AC60394BC09042C426627840C0
478066|Alto bao|0101000020E61000006709702DD2BA51C098E4C85699343340
478067|Alto Mao|0101000020E6100000480646802DD451C000C2C24E13553340
478068|Armando Bermúdez|0101000020E61000008AAE270FE6C451C0C85AD79D6B273340
555531|Blue Mountain|0101000020E6100000724A8D6A699952C0D47D5C2F8EF64540
478082|Cayos Siete Hermanos|0101000020E61000006572DC374AF451C09899231C54DD3340
478084|Cerro de Bocanigua|0101000020E6100000008CB089459C51C0C01763FDF24B3240
478086|Cerro Chacuey|0101000020E6100000B00728AEF6E451C070C9341E15743340
478089|Ébano Verde|0101000020E61000001E46292EFEA251C0189C772CCE103340
478091|Entrada de Mao|0101000020E61000008DB69093FBC251C038FF2422E2833340
478101|José del Carmen Ramírez|0101000020E61000009A114888CFC351C048DA7A7E3F053340
478092|Estero Hondo|0101000020E6100000FED5B9F35AC951C0906F712C26DA3340
478093|Guagui|0101000020E6100000195DE3E6CFA451C040E0B51669313340
478128|Montaña La Humeadora|0101000020E6100000F2EE9F6CED9451C0480D6A8FFCAE3240
478094|Guanito|0101000020E6100000E67B3D1BD4C551C068B981E911C13240
478096|Hatillo|0101000020E61000003E2C88C28EA251C0A813BB83866B3240
478097|Hoyo Claro|0101000020E61000001B4FEEDA551C51C0E0163DDBD68A3240
478098|Humedales del Bajo Yaque del Sur|0101000020E6100000A06EE88D1EC651C080D98D50894B3240
478099|Humedales del Ozama|0101000020E61000007A88C469957151C0E8FCD73D62973240
478104|Lago Enriquillo e Isla Cabritos|0101000020E6100000DF4571E114E851C0A0807173A17B3240
478106|Laguna Cabral o Rincón|0101000020E6100000222CD824EECF51C0C0812E93014A3240
478107|Laguna Saladilla|0101000020E6100000DC4D142BBCED51C0C87A605D9BA93340
478108|Lagunas Cabarete y Goleta|0101000020E610000056DE8316899B51C0D0037BCDA4B83340
478109|Lagunas Redonda y Limón|0101000020E61000002C354A596A3C51C0E0802CA4F9023340
555551|Cranber|0101000020E6100000AAE32A3EE7B752C0B8AD484777184640
478110|Las Caobas|0101000020E61000009A07AAF5D3F451C0F8A08B539B953240
478112|Las Matas|0101000020E610000032A1772662DD51C0B033DC5F01A33340
478113|Las Neblinas|0101000020E6100000648800E6249F51C08806B5FB2F033340
478115|Loma El 20|0101000020E610000092E69BE822B651C0F0B0C552CA803240
478140|Sierra de Neiba|0101000020E61000006532224C43E151C04800125551A33240
478120|Loma Quita Espuela|0101000020E6100000F513FD54D28851C0D864B31B64623340
478141|Sierra Martín García|0101000020E61000004A53BF0B1EC151C0D08B266669563240
478142|Valle Nuevo|0101000020E6100000C56498CEE8A651C04886E5418DC83240
478121|Los Cacheos|0101000020E610000056F4EB53A4F951C030245D96A38E3240
478122|Manglar de la Jina|0101000020E6100000EAAFEBFCB04951C0D02C652D06053340
478262|Mamboto|0101000020E6100000DCD3838C85D5404090024356B71A23C0
478124|Manglares del Bajo Yuna|0101000020E6100000100692ED9F6D51C0504B955D2D2D3340
478125|Manglares de Estero Balsa|0101000020E6100000F4C77C25DCED51C050F29A66A0C23340
478129|Monumento Natural Miguel Domingo Fuerte|0101000020E61000005AEA834BFDCB51C018E5B87EFA1C3240
478130|Nalga de Maco|0101000020E6100000AC769CE1FBDD51C08870BAA9643D3340
478131|Diego de Ocampo|0101000020E61000000CFED706CFB151C0A0B3101ACA943340
478134|Río Cana|0101000020E61000002E38630FF0D051C070BB5B2969923340
478135|Río Chacuey|0101000020E61000000279FD4EA2E251C0E8D3956F809A3340
478136|Río Cumayasa y Cueva de las Maravillas|0101000020E610000008FE43A7384751C0309D520FE57B3240
478291|Parc national des Virunga|0101000020E61000004ADFE67814873D4000F86F253B36D6BF
478292|Salonga|0101000020E6100000BA01BE80C6D7354080D07955B3FFFBBF
478297|Kermadec|0101000020E61000000C9CC0743A576640B0570229B17B3EC0
478298|Mid Chatham Rise|0101000020E61000005202272DAA5A664044821B4F02BF45C0
478144|Villarpando|0101000020E6100000361665CDCEBE51C0A8621FAEA6A73240
478191|South Orkney Islands Southern Shelf Marine Protected Area|0101000020E6100000F2360000004046C0F8FFFFFFFF7F4FC0
478389|Baekdudaegan Mountains Reserve|0101000020E610000062C8BDE05CE95F40A00388AB38AA4140
478391|Hyangnobong|0101000020E61000000E0E8A520D0A6040844F9B27CD2C4340
478392|Jeombongsan|0101000020E6100000527D24A71A0E604098D4F238E9024340
478395|Trapeang Lpeou|0101000020E6100000259BD12380415A40C0175589A9792540
900677|Eerduosi National Nature Reserve|0101000020E61000009A90235755655B4008EAF3ED65E64340
478418|Floresta Nacional Do Iquiri|0101000020E61000008127B421078550C060BEFF1FBF3F21C0
478419|Parque Nacional Nascentes Do Lago Jari|0101000020E6100000DCA89043BE4C4FC0C08E2EB0731417C0
478420|Reserva Extrativista Do Médio Purús|0101000020E6100000D884A1E3B86A50C080B8FB7F49431EC0
478421|Reserva Extrativista Ituxí|0101000020E61000008E7A0F04C74D50C05049FF3F0CDD20C0
478422|Reserva Extrativista Rio Xingu|0101000020E61000000AE031E3187E4AC0E0580700C10B14C0
