wdpaid|name|the_geom
2279|Abijatta-Shalla Lakes|0101000020E6100000BEC8154BD4404340A0CEA5B8AA2C1E40
2254|Atakora|0101000020E61000004E57DCDCBCADFF3F80E15D2EE2832640
2256|Manovo-Gounda-Saint Floris|0101000020E610000052A81A6865363540C023B9FC874C2240
2257|Avakaba Presidential Park|0101000020E6100000EC412E42D9253440C0C0ADBB79222140
2258|Andre Felix|0101000020E6100000A7F03565C14E3740506F47382DF02240
2259|Zemongo|0101000020E6100000E6194F67D81C394060ED0DBE30591A40
2260|Ouandjia-Vakaga|0101000020E6100000187295EAD154364060B9DFA128F02140
4745|Sierra Espuña|0101000020E6100000C0FC275C27E0F8BF5804357239EF4240
4750|Tablas de Daimiel|0101000020E6100000647FF41D8F8B0DC0B8D5832129934340
2261|Yata-Ngaya|0101000020E6100000948D26FB4A553740A0ECF5EE8F5F2240
2262|Gribingui-Bamingui|0101000020E61000004C2E507B2225334020C2DD59BBBD1F40
2264|Nana-Barya|0101000020E610000007F3E55AE9843140C02A52616C811E40
2291|Nini-Suhien|0101000020E6100000E811A16FD17004C00A41E5F8D0631540
2265|Koukourou-Bamingui|0101000020E6100000159953CA48FA334080963E74418D1D40
2266|Léfini|0101000020E610000088A2164BEAB52E40800B1F7EEFB405C0
2270|Tsoulou|0101000020E6100000B4BDD1F60A092940C0CAD0B0CC980CC0
2276|Yangudi Rassa|0101000020E61000004843C8BC9F5F444020E8305F5EE82540
2277|Mago|0101000020E6100000927C649B311D4240E04946CEC21E1640
2280|Omo|0101000020E61000003BB8B22799E8414000689604A8291840
2281|Bale Mountains|0101000020E610000006F6D57E42D84340C0471B47ACE51B40
2289|Kiang West|0101000020E6100000D0A415E7F0D52FC020F50D1CB5C92A40
2290|Niumi National Park|0101000020E6100000F7836F0CCA8430C0C0D2FB1266142B40
2293|N'Zo Fauna Reserve|0101000020E6100000624038DDCA3C1DC020B21188D7051940
2295|Buffalo Springs|0101000020E610000072563FEB29D0424000406D997B2CE23F
2296|Ruma|0101000020E610000012DDF7505B2541400089052887CBE4BF
2300|Lake Bogoria|0101000020E610000088A803116A0D424000E04047CC48D03F
2302|Tsingy de Bemaraha|0101000020E6100000B27DF178355F4640F0F9449E247532C0
2306|Tsaratanana|0101000020E610000046CAFF3715704840A04109336DF72BC0
2303|Andohahela|0101000020E610000064EA4CA5A7684740F88095438BC038C0
2304|Zahamena|0101000020E6100000F46A7F8C1B5E4840B86C9049469E31C0
2305|Marojejy|0101000020E6100000CE2BD69FFCD54840C06E9EEA90EB2CC0
2307|Tsimanampetsotsa|0101000020E6100000DBABA0EA5EEB45406062D68BA11C38C0
2309|Tsingy de Namoroka|0101000020E61000007F3FC91A6CAB4640E09881CAF87330C0
2310|Betampona|0101000020E610000020C70459DF9C484058A301BC05E631C0
2312|Isalo|0101000020E610000098EACA655CA4464068D66EBBD06C36C0
2314|Montagne d'Ambre|0101000020E61000004559266571954840A008E1D1C64129C0
2315|Lengwe National Park|0101000020E6100000A771BA46534441409814D336923630C0
2316|Liwonde National Park|0101000020E61000008265BE534AAD414050B8B6ED84A52DC0
2317|Lake Malawi National Park|0101000020E61000009446F604D56F414090C11726531D2CC0
2318|Nkhotakota Wildlife Reserve|0101000020E6100000DEA6FD31AE0741407058FB36A2BF29C0
2319|Majete Wildlife Reserve|0101000020E610000030FC4906E0494140601BECF78BDE2FC0
2320|Mwabvi Wildlife Reserve|0101000020E6100000BEF8434FEC81414058855417D1B630C0
2347|Mosi-Oa-Tunya|0101000020E6100000B0CECC110ADE3940F05F3C8386E631C0
2321|Réserve partielle de faune dite des Eléphants du Gourma|0101000020E610000006FF5AD6088200C0D0E49CD843432F40
2325|Réserve totale de faune de Kéniébaoulé|0101000020E61000007A35C8B1012D21C0208A003069382940
2331|Réserve totale de faune de Tamou|0101000020E610000091F015CE64510240C045B6F3FD3C2940
2332|Ferlo-Sud|0101000020E6100000CE0BBE22A5D42BC0E0BB5CC477B22D40
2333|Ferlo-Nord|0101000020E6100000E2A427B596062CC0F081902C604A2F40
3158|Alajaure|0101000020E61000000440E81D893B3440A6038184E7075140
3159|Vindelfjällen|0101000020E6100000A211139DD7522F40DEDF589E67795040
2336|Dinder|0101000020E6100000EED7B4B3E9984140108A3C49BAB62840
2337|Badingilo|0101000020E6100000EE6B16608E284040C07BFDAEA7441540
2339|Oti-Keran|0101000020E61000003A31C79F76B7E53FB0218E7571432440
2340|Fazao-Malfakassa|0101000020E610000078E2B460B243E83F609E245D33892140
2341|Parc national de Togodo|0101000020E61000003864A70F3446F83F8061A6ED5F691B40
2342|Fosse aux Lions|0101000020E610000004F09D26BA9EC93F900586AC6E852540
2344|Deux Bales|0101000020E6100000DAE16FB687DB07C0C054FB743C2E2740
3197|Forlandet nasjonalpark|0101000020E6100000051A0393638A254052A5C27F7AA45340
5032|Bora|0101000020E6100000BFDF91A0801C4840705643E21ED32DC0
2348|Chirisa|0101000020E61000007E4A10AA08403C4000DF89592FEE31C0
2349|Ujung Kulon|0101000020E6100000139E38B69B545A40806E912D2B001BC0
2350|Gunung Gede - Pangrango|0101000020E6100000671E0A1996BB5A40605024C5EB191BC0
2351|Angkor Wat|0101000020E610000091C0AAE9E8F65940B03720195DE12A40
2353|Acadia|0101000020E6100000BFC0D2A4210F51C0A4CC672F912D4640
2395|Yuraygir|0101000020E610000071302A6818276340C05FD7782ED23DC0
2409|Ngarkat|0101000020E6100000A78BC9B852936140E82BF97F05DD41C0
2412|Southwest|0101000020E610000027464BC20B2C6240584D92D2FF4C45C0
3266|Hyonosen-Ushiroyama-Nagisan|0101000020E61000006CEEB93255C16040C837C81C72A54140
2415|Losai|0101000020E61000001A42514AAFCD424080D3BF8206D7F93F
2416|Kora|0101000020E610000040DEA77DC95C4340008E79BB9024D0BF
2417|Boni|0101000020E610000036FEA9EE5EAB4440005ED76E3C81F7BF
2530|Zambezi|0101000020E61000009C605FDFC6B0394060978BF84EEC31C0
2418|Rahole|0101000020E6100000E079C4AEA7774340002077D96826C03F
2419|South Turkana|0101000020E61000001EDAE83C35E141400020A11F733DFD3F
2422|Bisanadi|0101000020E6100000F3208ED9E6354340007098D3053FB73F
2561|Urho Kekkosen kansallispuisto|0101000020E61000008E2F3A44F4363C40DA74E4187E0A5140
2423|Arawale|0101000020E6100000591F6433D513444080242F814757F6BF
2427|Shaba|0101000020E61000001A0BA95DEDE7424000F70CA7ED8BE43F
2469|Peak Wilderness NR|0101000020E6100000E46C9F02DA1D54402050F49DB83F1B40
2470|Senanayaka Samudra|0101000020E610000082821754116054406034FC9AF1BD1C40
2471|Gal Oya Valley North - East|0101000020E6100000EEE87CAFFE6354406071EDF0494A1D40
2472|Gal Oya Valley South - East|0101000020E61000003D15F8556B62544000FF14A3BB6C1C40
12904|Colosseum Inlet|0101000020E61000006D73096C68EE6240A8385DBB990C38C0
2433|Mwea|0101000020E6100000A2FB1BFE52CF424000BBEC252D5FEABF
2474|Padaviya Tank|0101000020E6100000C291A4905B32544030E9CD9415952140
2475|Trincomalee Naval Headworks|0101000020E610000002C7FE1F2542544060CA1EBA03032140
3267|Hiba-Dogo-Taishaku|0101000020E6100000D24285532FA76040B899CA42FE6C4140
3268|Nishichugokusanchi|0101000020E610000028D20D9EBF8460400809D764CC4C4140
2460|Gaint's Tank|0101000020E61000008ABF6246270354409075CDD238B32140
2462|Wirawila - Tissa|0101000020E6100000C6A626E6C94F544020A845A55A301940
3269|Kitanagatokaigan|0101000020E6100000B2A0815AAB5C60409CB8AF7FCE2D4140
2478|Madhu Road|0101000020E61000002EA434246D0C5440C0021A1EDBB92140
2487|Oiti|0101000020E6100000112251921A483640C020A5230A6B4340
2481|Kudumbigala|0101000020E61000005E4D7B99B86F54404061FE7CEE9E1A40
2517|Triglavski narodni park|0101000020E610000076FCC0DABCA02B409C804485FD2A4740
2489|Vikos-Aoos|0101000020E6100000DC8D14BF7FC13440A847B6D450F64340
2518|Risnjak|0101000020E6100000F04F90666D222D4018BE2627B7BB4640
2584|Cañón del Sumidero|0101000020E61000008F1D42D8944657C0C0D28E9C3ED43040
2497|Nahuel Huapi|0101000020E6100000322B20E8A8D551C0F482B02FA66E44C0
2499|Cuyabeno|0101000020E61000008412FA178CEC52C0004A67C45858DABF
2511|Capitol Reef|0101000020E6100000DCAD7E3FF0C95BC09C17CA7059084340
2516|Galichica|0101000020E6100000EB78C58671DE344074E8667FA0814440
2520|Mljet|0101000020E6100000703CF4D0D5613140D4DF8F6BDB634540
2522|Nacionalni park Djerdap|0101000020E6100000272CE2B3F4F7354014A8F9F566474640
2523|Kornati|0101000020E61000007882EB00DBAB2E40883AE01814E34540
2524|Charara|0101000020E6100000885B582D6F1E3D40E085C954C18C30C0
2525|Chewore|0101000020E6100000F4AAFBD2D4E93D403802D4D4B20130C0
2526|Sapi|0101000020E6100000C0607EA0C9B33D40104D2D5BEBAB2FC0
2527|Hurungwe|0101000020E61000006FF3949402193D404825581CCE2C30C0
2528|Dande|0101000020E61000008E79A6975E4B3E4080923A014DD42FC0
2590|South Kitui|0101000020E6100000DAC69C456F65434000D8763D4550FDBF
2591|Dodori|0101000020E6100000965881EBF4964440003EB702D029FDBF
2529|Matetsi|0101000020E6100000E06A5437DDFE3940D86A2BF6976532C0
2599|Arabuko Sokoke|0101000020E610000033AC48FFFFBF43400629B3AFFFFF0BC0
2605|Marramarra|0101000020E6100000C630BC4F95E36240205A0A5F37BF40C0
2531|Mana Pools|0101000020E61000002EA94C1293723D4040CA32C4B1F62FC0
2532|Chimanimani|0101000020E6100000C83B7E734681404048BC9179E4D733C0
2553|Internacional La Amistad|0101000020E6100000E18F663587D054C0906371749FDA2240
2606|Deua|0101000020E6100000E06B823EC1B96240705D248C3DF641C0
2554|Darien National Park|0101000020E6100000EE8D9EBCC06353C060F3F6C493861F40
2570|Los Glaciares National Park|0101000020E61000002CC3FA589C4752C048A9D903ADFE48C0
2571|Great Barrier Reef|0101000020E61000009A831E2D6D546240504BC8073D9731C0
2572|Kakadu National Park|0101000020E610000042DC45362991604040A1D634EF182AC0
2607|Wadbilliga|0101000020E610000020C0D0E1FDB362401CBC46C3702B42C0
2608|Mungo|0101000020E6100000407D030033E46140107ABA7686E040C0
12906|Escape River|0101000020E6100000068797E4FFD46140E099D1BA86EF25C0
2555|Aouk-Aoukale|0101000020E610000082FB167E835B3540D01C5A643B9F2340
2559|O Le Pupu Pu'e|0101000020E6100000BFC3AD9DA37765C0A02ADEC83CEA2BC0
2573|Willandra Lakes Region|0101000020E6100000051FA4BA93E061402CDC80CF0FDD40C0
3275|Yaba-Hita-Hikosan|0101000020E61000003C6DAD0704636040A8F3DE0E10B24040
2574|Mount Nimba Strict Nature Reserve|0101000020E61000000BD7B61D6BCE20C000904E5DF97C1E40
2578|Djoudj National Bird Sanctuary|0101000020E6100000A12CBC26EE3B30C0005EB03FFC6C3040
2579|Olympic National Park|0101000020E61000001E0BFE1237E25EC02CC79DD2C1E24740
2665|Nullarbor|0101000020E6100000E755C3D60F2F6040B0EA35C1A0583FC0
3276|Sobo-Katamuki|0101000020E61000009C30E0548F706040E44A1C6AD5604040
3277|Okinawasenseki|0101000020E61000009C720A2AA5EC5F4098BB873F5B193A40
2575|Serengeti National Park|0101000020E6100000ECD5754F1E59414040499869FBF702C0
2577|Mammoth Cave National Park|0101000020E6100000C3175C9AE18755C0503D3E33BE974240
3278|Minamisanriku-Kinkazan|0101000020E61000003E11FF7669B161402C07406A00444340
5155|Bomfobiri|0101000020E6100000AE6297EE68FDF2BFA0C51B9947FE1B40
2580|Niokolo-Koba National Park|0101000020E61000009DDC9560BE142AC040ADA3AA09022A40
2581|Parque Nacional Do Pantanal Matogrossense|0101000020E610000040F8F60976BA4CC038025C7CC9A731C0
5473|Weißensee|0101000020E61000000091269E2BC12A4060CB4F0A10594740
2592|North Kitui|0101000020E61000002005F29F3040434000B0E881B598D3BF
2595|Ngai Ndethya|0101000020E610000084C764025121434040672169861E05C0
2614|Kajuligah|0101000020E61000006582D999F3156240D0DF0C10225A40C0
2615|Nocoleche|0101000020E610000021D6550937086240C83DCA9FA7E93DC0
2627|Maaroom|0101000020E610000034C3EFCF351D634028216D16018A39C0
2628|Great Barrier Reef|0101000020E61000003636FAA23B55624098313F3CAD9731C0
2596|Nasolot|0101000020E61000001A80CD04EDB3414000F8E8A513A1FD3F
2598|South-Western Mau|0101000020E6100000968379DCFFBF41405889C774FCFFDFBF
2630|Conway|0101000020E6100000E6A63953E0986240809AD7ED406934C0
2610|Cathedral Rock|0101000020E6100000A4AE51AD94066340E88F12DCC46F3EC0
2612|Mimosa Rocks|0101000020E6100000A3223B2405BE6240945DF69FA05542C0
2613|Budawang|0101000020E6100000229849FBA8C1624098495F916AB741C0
2632|Flinders Group (Cape York Peninsula Aboriginal Land)|0101000020E610000078FAFB5728086240408E56FC795B2CC0
2669|Munyaroo|0101000020E6100000E51A2272C527614098FFD7E68AAD40C0
2675|Brookfield|0101000020E6100000B896C8DF3B706140447084213F2F41C0
2678|Logan Lagoon|0101000020E61000006095F61C0C896240B47C118B5D1344C0
2681|Pieman River|0101000020E61000000F0668EECE1D624054F66CCF0CD544C0
2687|Gippsland Lakes Coastal Park|0101000020E61000004D7C032FA46F6240608038334D0A43C0
2688|Nooramunga Marine and Coastal Park|0101000020E61000008646F3A685556240D05EF795685843C0
2694|Mount Bolangum N.C.R.|0101000020E610000038C71CC073E0614064B9B1DBF25E42C0
2695|Langi Ghiran|0101000020E610000008EA8D2821E361401C71D20BE9A642C0
2697|Discovery Bay Coastal Park|0101000020E61000004C2734931CAA614040A08BFD9A1C43C0
2710|French Island National Park|0101000020E61000001FE7790A6F2D62403C358213252B43C0
2874|Fort Niobrara|0101000020E61000007377DFDD741C59C0443DF93836714540
2876|Piedmont|0101000020E61000009C69267C22EE54C0C44100E5398E4040
2790|Eucla|0101000020E61000009ADBE887EE1E6040E0F8A96918AE3FC0
2877|Bosque Del Apache|0101000020E610000072D08B1B83B85AC0E85000DE45E34040
2878|Mcnary|0101000020E61000001AEA4FB758B85DC0F0E082344F084740
2860|Delta|0101000020E610000042975E59E74C56C0A0327BD6FE3D3D40
2861|Breton|0101000020E610000008E0849C733556C010A5C0531FD63D40
2864|Blackbeard Island|0101000020E61000001DD3B65CDD4C54C0D8DBB3DC897E3F40
2879|Conboy Lake|0101000020E6100000163D55F572545EC0EC8C3B87CDFC4640
2880|Merritt Island|0101000020E6100000362C0A2ECD2C54C0D81439656AA13C40
2881|Santee|0101000020E6100000183DD2E51E0F54C0CC2BD08E5EC14040
2884|Cape Romain|0101000020E61000006A08C52D7BE353C01C9F8FC02C7F4040
2885|Moosehorn|0101000020E61000002E9D52477AD450C0E8D8D4F57B8B4640
2891|St. Marks|0101000020E610000046366F41EA0955C0F007BB89E3153E40
2904|Arctic|0101000020E6100000E4E26EE7932562C07E8AF65A7B1D5140
2897|Alamosa|0101000020E610000063A3D260DB705AC0E02AB0B618B44240
2898|Alaska Maritime|0101000020E6100000FC3F8B22911163C0BC41D219CB224D40
2899|Alaska Peninsula|0101000020E61000002CCD78A3EC9F63C0DC04A8AE1EAD4C40
2900|Anahuac|0101000020E6100000F8A4650FB69C57C06030E34024A53D40
2905|Audubon|0101000020E6100000F876B00DCA4C59C028A086656FD14740
2906|Back Bay|0101000020E6100000E6529DEC53FB52C0949354D6B1534240
2908|Bear Lake|0101000020E61000001B6FB05856D45BC0C4F88E5957164540
2909|Felsenthal|0101000020E6100000D869A90AA00757C0D877B0F8FF944040
2910|Baker Island|0101000020E6100000EE355BAE4C0F66C000C0204C6B02C93F
2912|Fish Springs|0101000020E61000003B78406946575CC05874C5DB36EE4340
3070|Cascada de Bassaseachic|0101000020E6100000706B44650B0F5BC060FD3670B9233C40
2932|Johnston Island|0101000020E6100000B2AFB74C5C3065C028A0B1BF44BF3040
2934|Kofa|0101000020E6100000727D32F5B57F5CC02CE12780759F4040
3072|Volcán Nevado de Colima|0101000020E6100000189F0E0AFBE659C010F89772B8893340
2926|Howland Island|0101000020E61000008684F83BC21366C000226912EAD1E93F
2928|Innoko|0101000020E6100000D4225B91A8C763C008BA763C82AE4F40
2929|Iroquois|0101000020E610000043BE2CF9119B53C044BFCACF9D904540
2931|Jarvis Island|0101000020E610000058365008F8FF63C0001083E3D9D5D7BF
2936|Rose Atoll|0101000020E610000000CCE34FFB0465C0E0C446EE23172DC0
2941|Don Edwards San Francisco Bay|0101000020E61000000DAA62804D835EC0601E71B6C3BF4240
2954|Swan Lake|0101000020E6100000702538A0714B57C09C25772EA5CD4340
2956|Tetlin|0101000020E610000060C4827B0ABB61C0281EE24FEF684F40
2957|Tewaukon|0101000020E61000005EEC9123415A58C084DF235B30004740
3086|Dasika symplegma Ossas Larisas|0101000020E6100000D1A8206007B7364028B3891FA5E84340
2945|Seedskadee|0101000020E6100000C00825350E775BC02CE696AC83EC4440
2946|Selawik|0101000020E61000003A541D823BA163C0B4101EB91AA05040
2948|Sevilleta|0101000020E6100000BBA9F56BFCAB5AC0BC21F75B18274140
2952|St. Vincent|0101000020E6100000E6A0CB4B5C4855C0D8E82BDB96A83D40
6768|Daphar|0101000020E6100000233431B45455524018B4024356154040
2960|Togiak|0101000020E610000056745CAF514664C0CC387F130A5B4D40
2961|Turnbull|0101000020E6100000AC51EB0942655DC078F13104B2B64740
2965|Upper Ouachita|0101000020E610000053196EF0130357C0340B5CA75C744040
9720|Mojirau|0101000020E61000000A27D17D5BFD6140C0D67AD0FDB00EC0
2962|Tule Lake|0101000020E6100000DAD932E17B5F5EC0C042AE8D5EF14440
2979|Long Lake|0101000020E6100000F685B8A21D0859C004ACE01ACC5D4740
2984|Guadalupe Mountains|0101000020E61000004D295A3BA7395AC030653D15ADE63F40
3059|Tuli|0101000020E610000008B17449A51A3D40C0AACFD556F435C0
3005|Gateway|0101000020E6100000785CD94FDE7652C0DC286E26704C4440
3058|Lake Kariba|0101000020E6100000D666635CE7A73B4090A696ADF54131C0
3063|Darwendale|0101000020E610000086BD07AF628A3E4000971C774AC731C0
3064|Lake Chivero|0101000020E6100000AAEDE3E944CE3E403066A032FEE531C0
3090|Parnitha|0101000020E61000000264C38D07BA3740A47DBD798C144340
3091|Zao|0101000020E6100000826BEABF028E614010C0471613184340
3066|Integral Nature Reserve and the Luando|0101000020E610000012C35A4BC99D314030D97745F03726C0
3092|Yatsugatake-Chushinkogen|0101000020E610000034A7E0DC784961403852A8D4500B4240
3093|Suzuka|0101000020E61000007C2D14AB2F0D61405065CC55FA834140
3116|Hayachine|0101000020E610000083F5D1651BAF614018CC531B31C64340
3146|Baiyer River|0101000020E6100000B06C08565505624040110F7C9AF915C0
3161|Florarna|0101000020E6100000A2D03009B9D23140C4DC1DD58D254E40
3314|Columbia River|0101000020E61000002F8B4775F44056C0F0EB85B12E613040
3315|Río Macho|0101000020E61000008CD368BB5CE154C0C03266613B662340
3484|Gunung Jerai (or G. Jerai)|0101000020E61000003B880084C21B594020849ECDAA0F1740
3207|Karlsøyvær|0101000020E61000005694BEE6F8482D40901EFFD210E45040
3209|Fridland ad Fjallabaki|0101000020E6100000713FA042232C33C03AAFE5F36C005040
3210|Hornstrandir|0101000020E6100000A4C3ED99427036C09807AD7D2D975040
3213|Réserve totale de faune de Sounsan|0101000020E6100000747D39862D001DC0004AFEFF36E92840
3219|Parque Estadual Do Rio Doce|0101000020E6100000D2DEBC13E64445C0208DEDB5A0A733C0
3225|Sahel|0101000020E6100000352BC89802ABE4BF30BB61DBA23C2D40
10187|Ban dao Son Tra|0101000020E61000002593E37DDB105B4060625274CB1F3040
3226|Kourtiagou|0101000020E61000000B91409B9A2AFF3F00247F30F01C2740
3228|Pama|0101000020E6100000EC4ADC255D7FE73F4005FA449ECC2640
3282|Nelugala|0101000020E61000004D43D963BE4D544060B07268915D1D40
3229|Singou|0101000020E61000009107DE2C27ACF03FE0490C022B472740
3230|Réserve de faune de Gadabedji|0101000020E6100000C4D168277F9F1C4030799274CD2C2E40
3237|Lore Lindu|0101000020E610000040918A63DB0B5E4000065E49CC4DF8BF
3308|Grants Works|0101000020E6100000DABA9912E01256C0A8C5DACBF5063140
3246|Abashiri|0101000020E61000008C8620B378FA6140508F2D6B65134640
3247|Onuma|0101000020E61000002D087C8C0C966140ECE62BB3CE024540
3248|Tsugaru|0101000020E6100000DEBDF757EB896140B8AD9844AF544440
3249|Oga|0101000020E6100000D72943BF81776140E4A5C8B2E4F74340
3251|Suigo-Tsukuba|0101000020E6100000DC3F14D413846140103E67545E204240
3253|Echizen-Kaga-Kaigan|0101000020E6100000262D2368E7FF60400C6F495A46F84140
3254|Myogi-Arafune-Sakukogen|0101000020E61000004E00311F6F546140144C97930A1B4240
3255|Tenryu-Okumikawa|0101000020E61000006A1A965F15346140FC60F67862824140
3256|Ibi-Sekigahara-Yoro|0101000020E61000003FC9C97F52106140946797DCB9AC4140
3257|Hida-Kisogawa|0101000020E6100000E21168D9AD296140B83ED26BE9E64140
3258|Mikawawan|0101000020E610000076C6AEDBA9286140E47F6239A96C4140
3259|Aichikogen|0101000020E6100000CAB665EF91276140043652E9F9944140
3260|Muroo-Akame-Aoyama|0101000020E61000007E6E9A955C04614014811EC82C444140
3263|Yamato-Aogaki|0101000020E610000090DAC20EE0FB60400C1F27A510514140
3264|Kongo-Ikoma-Kisen|0101000020E6100000D0BFFFC6A6F56040EC29EB0402574140
3265|Koya-Ryujin|0101000020E6100000A9DB753092F1604098AADFB2EE0C4140
3270|Akiyoshidai|0101000020E6100000ADA965861D6A60406496653E56214140
3271|Tsurugisan|0101000020E6100000AAB5FD2A12BF6040941F530C6AEA4040
3272|Ishizuchi|0101000020E610000094CC87CDEFA36040345AC2D2A7E14040
3273|Kitakyushu|0101000020E610000084A7B0EFCC596040F8837229AEE44040
3274|Iki-Tsushima|0101000020E6100000F621CDD2E42A604074DF0E9A7E524140
3281|Horton Plains|0101000020E610000078064AD6403354408031F10FA7371B40
3311|Deep River|0101000020E6100000E0EEAE26562D56C0F0D826F4FE6D3040
3312|Swasey Bladen|0101000020E61000008F146B912D2556C0782F603EE37C3040
3305|Mountain Pine Ridge|0101000020E61000007C593899203A56C038904F1E4FF13040
3370|Tambopata|0101000020E61000007A99BC3FC74B51C00088904647AD29C0
3306|Chiquibul|0101000020E610000038EC1051F93E56C050E9CB0580AC3040
3307|Sibun|0101000020E61000004EAEDD06E62A56C018BD8D86B9063140
3316|Los Santos|0101000020E610000042C1EF95EDFA54C050AD1C7301252340
3317|Golfo Dulce|0101000020E6100000176002BEF4E054C090681F9814392140
3373|Krka|0101000020E6100000A400783DF6F42F400C913F2ABBF54540
3320|Cordillera Volcánica Central|0101000020E610000014F633854DF654C0004DA7D0D4362440
3329|Cerro de Escazú|0101000020E610000078D109F8C70A55C070D9437720C32340
3330|Caraigres|0101000020E6100000D948C28A400955C0E03064A564732340
3371|Golfo San José|0101000020E61000000550487C161450C07C8A236FB62A45C0
3389|Bengkoka|0101000020E610000039108B302F4A5D408007EBFF1C861B40
3391|Bidu-Bidu|0101000020E61000000471D8752E505D400026C79DD2511740
3398|Elopura|0101000020E610000022EBE90FAE875D40472D9E07EA511740
3399|Gomantong|0101000020E610000095FE4D6589845D40E013ED2AA41C1640
3406|Kabili Sepilok|0101000020E6100000CC31BC88B97B5D4080CEFC6A0E601740
3425|Madai-Baturong|0101000020E6100000D62B7B71FE885D40E0EB51B81EE51240
3430|Mount Andrassy|0101000020E61000005067C368327F5D40A0AA7D3A1E831140
3431|Mount Cochrane|0101000020E6100000D9F8C2B87B295D40806A1327F77B1A40
3433|Mount Pock|0101000020E6100000A498678DB0985D40E013ED2AA4BC1140
3435|Mount Wullersdorf|0101000020E61000001410619043885D40608FFCC1C0D31140
10188|Ba Be|0101000020E61000007A2A03C2F7665A40608C85512B6A3640
3440|Sepagaya|0101000020E6100000543E580CC6865D40E0586E6935E41340
3451|Pin-Supu|0101000020E6100000E11C6707FB7B5D40C0F7E461A1D61540
3462|Tawai|0101000020E6100000B286B9F3CA485D40403411363C4D1640
3466|Timbun Mata|0101000020E61000000E050076CC9D5D4000AB09A2EE931240
3474|Gunung Ledang (or G. Ledang)|0101000020E61000009ECA2348DAA65940005327A089F00240
3468|Ulu Kalumpang|0101000020E6100000F2570F7CEB7A5D40E0E61DA7E8681240
3500|Berembun|0101000020E61000002A6728EE5884594080B70BCD75BA0640
10517|Craigieburn Forest|0101000020E610000060C5D1DD9972654050404075CE8D45C0
3557|Emas|0101000020E6100000A79C563D33E3594050B3777597990340
3558|Endau|0101000020E61000005969F20800F05940B717E79064660040
3559|Gunung Arong|0101000020E610000066DAE8B047F15940D4E0BA6B5B8F0440
3561|Gunung Pulai|0101000020E6100000FEE82FE27AE45940D35F3512B81EF93F
3562|Gunung Tebu|0101000020E61000002E88707266A65940723498C4E9511640
3563|Jemaluang|0101000020E610000023099D49E1FA5940F1FE9DE265660240
3564|Jementah|0101000020E6100000EAD6129B99A95940224E2471703D0440
3565|Kluang|0101000020E61000001637F1B147E1594024D0D0BE3C0A0140
3566|Kuala Palong|0101000020E6100000FA19337D14AE5940E6B190A6FFFF0540
3568|Labis|0101000020E6100000D4EF880300D059403727239832330340
3572|Mersing|0101000020E6100000A806478AEBF1594080B7636F6F3D0240
3574|Pelagat|0101000020E6100000FDD9D725859B59401B9C264EE07A1640
3586|Tenggaroh|0101000020E6100000D04D777D14FE594058E802E5C1F50040
3587|Ulu Sedili|0101000020E61000003E7E475CB8EE5940641206926E3D0040
3593|Bukit Perangin|0101000020E6100000A0F3A0DD7A345940A20548B9EA511940
3596|Bukit Tangga|0101000020E61000001ABF1B51B81E5940D4F9C0C6FFFF1940
3597|Chebar|0101000020E610000092448E82EB315940D0E291F8EA511840
3598|Dayang Bunting|0101000020E6100000A668B23233F358409C6ACCDF84EB1840
3600|Gunung Bongsu|0101000020E61000008002AEE851285940C47732F0EA511540
3601|Gunung Inas|0101000020E6100000DA611928333359406FE6F16212AE1540
3603|Gunung Raya|0101000020E610000012A295E07AF45840F6E4E4F0E07A1940
3605|Koh Moi|0101000020E610000075550E979929594022F61E2DCCCC1940
3612|Padang Terap|0101000020E610000048F0F395992959402A3B3D22FFFF1840
3613|Pedu|0101000020E6100000984F5762662659405D3D7901FFFF1840
3618|Rimba Telui|0101000020E6100000F98E4B76142E5940023C81B946E11640
3621|Sungai Badak|0101000020E6100000C5A8FECBCC2C5940942E967099991540
3624|Ulu Muda|0101000020E61000007215F76A143E594048E46FF6FCFF1740
3625|Berangkat|0101000020E6100000AC8571AE1E755940D4FED3991D851440
3626|Chabang Tongkat|0101000020E61000002E72A33533935940584048C0AD471740
3627|Jedok|0101000020E6100000A1B800C9CC7C59405C858289FFFF1640
3628|Jeli|0101000020E61000004B2DEE2F337359409CF591B384EB1640
3630|Lebir|0101000020E6100000CA14FF90779759409A6E0ECBA7AA1440
3633|Sokor Taku|0101000020E61000007E15D81FAE875940EC2FA83498991640
3634|Sungei Durian|0101000020E6100000CE88696F66965940B0B15D3565661640
3635|Sungai Sator|0101000020E6100000CEACC99799795940714BC793CCCC1640
3637|Ulu Sat|0101000020E61000002DFFC2E77A945940DBFF7BD046E11640
3638|Ulu Temiang|0101000020E61000005EB1F84EE18A59400A9671DA1D851540
3641|Bukit Sedanan|0101000020E610000038BBD615AE97594089D4D4CD285C0340
3646|Angsi|0101000020E6100000AE0C591AAE875940A0BAB428A3700540
3647|Bahau|0101000020E6100000FE3EAA4AE19A59409EBE2C063D0A0740
3648|Berembun|0101000020E6100000576A3847448459407FB38D9CCCCC0640
3649|Gallah|0101000020E6100000423E4C12AE775940C4AF5A60703D0640
3650|South Gemas|0101000020E610000022B52D17AEA75940C661C1ACD6A30440
3651|Gunung Tampin|0101000020E6100000441579CFCC8C5940C895C075F5280440
